address,area,broker,code,email,englishName,fax,industry,legalRepresentative,listingDate,name,phone,postcode,secretaries,shortname,totalStockEquity,transferMode,website
北京市海淀区中关村东路1号院8号楼B座B201A,北京市,天风证券股份有限公司,839264,wangruijing@mingde.com,"Beijing Century Mind Education&Tech Co.,Ltd",010-62701616,教育,王学辉,20160927,北京世纪明德教育科技股份有限公司,010-62701835,null,王瑞静,世纪明德,59800000,做市,www.mingde.com
重庆市潼南区梓潼街道办事处金潼大道119号（健能绿都1号楼2层7号附2号）,重庆市,招商证券股份有限公司,871257,3807854@qq.com,"Chongqing Wuyang Communication Technology Co.,Ltd.",023-86186199,软件和信息技术服务业,刘治勇,20170329,重庆五洋通信股份有限公司,023-88959066,null,王玲,五洋通信,45550000,协议,www.wuyangtx.com
仙居县大战乡桐员溪,浙江省,广发证券股份有限公司,831920,financial@charioteer.cn,"Zhejiang Charioteer Pharmaceutical Co., Ltd",0576-87641935,医药制造业,陈恬,20150204,浙江车头制药股份有限公司,0576-87641922,null,徐江阳,车头制药,84374990,协议,http://www.chariotpharm.com
广州经济技术开发区科学城南翔支路1号,广东省,广发证券股份有限公司,833321,zhanghuiming@kormee.com,"Guangzhou Ruili Kormee Automotive Electronic Co., Ltd.",020-32057002,汽车制造业,黄万义,20150812,广州科密汽车电子控制技术股份有限公司,020-32057001,null,章辉明,瑞立科密,98303400,协议,www.kormee.com
null,天津市,长江证券股份有限公司,835035,null,null,null,建筑装饰和其他建筑业,null,20151229,天津华彩信和电子科技集团股份有限公司,null,null,null,华彩信和,62000000,协议,null
安徽省马鞍山市雨山区印山西路1288号,安徽省,西南证券股份有限公司,837630,970298086@qq.com,"Anhui Weilong Remanufacturing Technology Co., Ltd",0555-5210333,金属制品、机械和设备修理业,凤国保,20160606,安徽威龙再制造科技股份有限公司,18505558917,null,陈胜,威龙再造,30000000,协议,http://www.maswlw.com
安徽省宣城市广德县桃州镇高湖茶场,安徽省,国元证券股份有限公司,834797,524738427@163.com,"rongda poultry farming co.,Ltd.",0563-2220562,畜牧业,刘家荣,20151230,荣达禽业股份有限公司,0563-2220562,null,张伟茹,荣达禽业,57547000,协议,www.fengdaegg.com
镇江市京口工业园区,江苏省,天风证券股份有限公司,832026,wangsong@entc.cn,"Jiangsu Hilong Nuclear Technology Joint Stock Co.,Ltd.",0511-81986115,化学原料和化学制品制造业,戴金华,20150306,江苏海龙核科技股份有限公司,0511-81986160,null,王松,海龙核科,37060000,做市,http://www.entc.cn/
北京市昌平区回龙观镇生命园路29号1号B205室,北京市,申万宏源证券有限公司,870103,cuijiali@mygeno.cn,"Beijing Mygenostics Co., LTD.",010-61445882,卫生,伍建,20161222,北京迈基诺基因科技股份有限公司,010-61445882,null,崔佳丽,迈基诺,21420000,协议,http://www.mygeno.cn/
中国(上海)自由贸易试验区郭守敬路498号14幢22301-1544座,上海市,光大证券股份有限公司,833777,td_pmt@tangdi.net,Shanghai Tangdi Information Technology INC. . Tangdi Information,021-33782859,软件和信息技术服务业,王明高,20151015,上海棠棣信息科技股份有限公司,021-33782858,null,冯淑荣,棠棣信息,76119999,协议,http://www.tangdi.com.cn/index.html
北京市东城区建国门内大街7号5层16号,北京市,中信建投证券股份有限公司,834195,ir@sincetimes.com,"Beijing SincetimesNetWork Co., Ltd",010-65101800,互联网和相关服务,王斌,20151117,北京华清飞扬网络股份有限公司,010-65101800,null,朱凯,华清飞扬,111300000,协议,www.sincetimes.com
北京市海淀区高梁桥斜街44 号一区89 号楼（科教大楼）608 室,北京市,中原证券股份有限公司,430201,13811102628@163.com,"Beijing Techtheme Technolongy Co., LTD.",010-82081618,软件和信息技术服务业,李军,20121228,北京腾实信科技股份有限公司,010-82081618,null,李军,腾实信,22500000,协议,www.techtheme.com.cn
深圳市龙岗区龙岗街道同乐社区宝龙五路同乐科技园 B 栋 101，201,广东省,安信证券股份有限公司,832131,wuxx@szseason.com,"Shenzhen Season Energy Co., Ltd",0755-89334880,电气机械和器材制造业,于湘勇,20150313,深圳市斯盛能源股份有限公司,0755-89334881,null,吴小雄,斯盛能源,36000000,协议,www.szseason.com
北京市海淀区农大南路1号院5号楼5层503,北京市,东北证券股份有限公司,430193,zhaoting@weichuanbo.com,Win Media Network Technology,null,软件和信息技术服务业,周驹悦,20121226,微传播（北京）网络科技股份有限公司,010-56297092,null,赵婷,微传播,52208847,协议,www.weichuanbo.com
成都市双流区西南航空港经济开发区工业集中发展区,四川省,东北证券股份有限公司,430527,guirongsun@syenv.com,"SunyouthEnvironmentalTechnologiesCo.,Ltd",028-85725176,黑色金属冶炼和压延加工业,李志,20140124,申昱环保科技股份有限公司,15281094887,null,孙桂荣,申昱环保,70000000,协议,www.syenv.com
上海市嘉定区汇源路55号8幢3层A区3200室,上海市,申万宏源证券有限公司,832480,stellashen@netcoc.com,null,021-33602529,互联网和相关服务,何振明,20150519,上海商会网网络集团股份有限公司,021-33602528,null,沈璇,商会网络,43889980,协议,www.netcoc.com
宁乡县经济开发区谐园北路,湖南省,中泰证券股份有限公司,836222,505147517@qq.com,"HUNAN SHUNTAI TUNGSTEN PRODUCTS CO., LTD.",0731-87819878,废弃资源综合利用业,赵泽安,20160415,湖南顺泰钨业股份有限公司,0731-87819866,null,谢学军,顺泰钨业,73280000,协议,www.stwye.com
成都市武侯区武兴四路10号、12号,四川省,长江证券股份有限公司,837611,duhui@dsdvb.com,Dexin Digital Technology Corp。Ltd.,028-85547515,计算机、通信和其他电子设备制造业,孙宇,20160621,成都德芯数字科技股份有限公司,028-85547515,null,杜慧,德芯科技,60000000,协议,www.dsdvb.com
深圳市宝安区西乡街道铁仔路44号,广东省,招商证券股份有限公司,870341,morris6666@qq.com,"Shenzhen Zhenhua E-CHEM Co.,LTD",0755-27919226,电气机械和器材制造业,侯乔坤,20161228,深圳市振华新材料股份有限公司,0755-27916086,null,王敬,振华新材,117000000,协议,www.zh-echem.com
江苏省常州市金坛市金坛亿晶路8号,江苏省,万联证券有限责任公司,870512,sltglass@sltglass.com,"SUOLATE SPECIAL GLASS (JIANGSU) CO.,LTD",0519-68085993,非金属矿物制品业,陈协民,20170119,索拉特特种玻璃（江苏）股份有限公司,0519-68085997,null,贾玉瑛,索拉特,66000000,协议,http://www.sltglass.com/
江苏滨海经济开发区沿海工业园开泰路,江苏省,中山证券有限责任公司,836190,yclylyg@126.com,"JIANGSU TUOQIU AGROCHEMICALS CO.,LTD",0515-68995189,化学原料和化学制品制造业,廖大章,20160314,江苏托球农化股份有限公司,0515-68995188,null,李元淦,托球股份,86180000,协议,http://www.tuoqiu.com
安徽省合肥市新站综合开发试验区天水路以北,安徽省,国联证券股份有限公司,833994,liuxu@hibr.com.cn,"Highbroad Advanced Material（Hefei）Co., Ltd.",0551-64369688,计算机、通信和其他电子设备制造业,王照忠,20151106,翰博高新材料（合肥）股份有限公司,0551-64369688,null,刘旭,翰博高新,44050000,协议,www.hibr.com.cn
济南高新区舜华路2000号舜泰广场2号楼12层1201,山东省,天风证券股份有限公司,430609,sdcm_shanyunxia@163.com,"Shandong CM network CO.,LTD.",0531-88885838,软件和信息技术服务业,贾伟光,20140124,山东中磁视讯股份有限公司,0531-88873822,null,单云霞,中磁视讯,81930000,做市,www.sdcmnis.com
北京市东城区珠市口东大街4号4层A1-A6,北京市,东北证券股份有限公司,833585,service@keerok.com,"Beijing Keer JewelryCo., LTD",010-67016512,零售业,林明杰,20151029,北京市千叶珠宝股份有限公司,010-67133013,null,陈昆明,千叶珠宝,110412500,协议,http://www.keerworld.com
北京市西城区新街口外大街8号12幢3层322号(德胜园区),北京市,民生证券股份有限公司,836229,tangshuhua@ambuf.cn,"Beijing Ambuf Technology Development Co.,Ltd.",010-62011627-801,软件和信息技术服务业,董少卿,20160307,北京众恒志信科技开发股份有限公司,010-62011627,null,唐淑华,众恒志信,10526250,协议,www.ambuf.cn
杭州市萧山区宁围街道富业巷3号浙江民营企业发展大厦1幢1101、1102、1103、1104室,浙江省,中信证券股份有限公司,831971,zjkywy@hzkywy.com,ZheJiang New Century Property Management Limited,0571-82886320,房地产业,陈灿荣,20150210,浙江开元物业管理股份有限公司,0571-83899933,null,钱立言,开元物业,41067000,做市,http://www.hzkywy.com/
云南省昆明市新螺蛳湾国际商贸城一期1号写字楼20层2009房,云南省,南京证券股份有限公司,833382,530680795@qq.com,"Yunnan Changjiang Lvhai Environmental Engineering Co.,Ltd.",0871-64273919,土木工程建筑业,林善福,20150828,云南长江绿海环境工程股份有限公司,0871-64280682,null,舒文明,长江绿海,57399000,协议,www.yncjlh.com
北京市东城区新中西里13号4层东区4002,北京市,太平洋证券股份有限公司,831764,yuxiaozhou@toomeead.com,"Beijing TooMee Media Co., LTD",010-64167002,商务服务业,余静涛,20150112,北京拓美文化传媒股份有限公司,010-64173733,null,于晓舟,拓美传媒,35475000,做市,www.toomee.cn
泉州市鲤城区江南高新技术产业园神舟通内,福建省,东北证券股份有限公司,836785,info@brilliantopto.com,"Brilliantopto Co.,Limited",0595-28059958,计算机、通信和其他电子设备制造业,黄水桥,20160414,福建晶彩光电科技股份有限公司,0595-28059958,null,黄水桥,晶彩光电,57126800,协议,www.fjjcled.com
北京市东城区板桥南巷7号院北楼三层东侧,北京市,申万宏源证券有限公司,430092,tyang@jgyou.com,"Beijing JG GAME Technology CO.,LTD.",010-84195295,互联网和相关服务,李柳军,20110621,北京金刚游戏科技股份有限公司,010-84195234,null,杨婷,金刚游戏,206402644,协议,http://www.jgyou.com/
北京市门头沟区石龙经济开发区永安路20 号3 幢B1—0880 室,北京市,国联证券股份有限公司,834243,cyz@zizhuhui.com,"Beijing ZIZHUHUI Construction Services CO.,LTD.",010-62160928,建筑装饰和其他建筑业,万辉,20151111,北京紫竹慧建设服务股份有限公司,18101128166,null,常懿滋,紫竹慧,255504353,协议,http://www.zizhuhui.com/
北京市海淀区海淀大街27号4层南部东侧A区01-A,北京市,西藏东方财富证券股份有限公司,837939,bjmd@jiutianyunzhu.com,null,010-82623130,软件和信息技术服务业,罗明,20160729,北京九天云竹信息技术股份公司,010-82623130,null,李国全,九天云竹,32800000,协议,www.jiutianyunzhu.com
北京市海淀区北三环西路25号27号楼三层3009室,北京市,太平洋证券股份有限公司,834538,fyw@sxw100.com,"Beijing United Wisdom Education Development Co.,Ltd",010-57346895,互联网和相关服务,陈永山,20151207,北京聚智未来科技股份有限公司,010-57346895,null,付有为,聚智未来,100000000,协议,www.sxw100.com
北京市海淀区首体南路9号主语商务中心4号楼18层1801室,北京市,信达证券股份有限公司,834082,cnbmtech@cbmie.com,"CHINA NATIONAL BUILDING MATERIALS TECHNOLOGY CO.,LTD.",010-68796700,批发业,陈咏新,20151105,中建材信息技术股份有限公司,010-68738955,null,孙艳,中建信息,110250000,做市,http://www.cnbmtech.com/
江苏省扬州市宝应县经济开发区新区宝应大道91 号,江苏省,联储证券有限责任公司,836518,lufei@yzzbyy.com,"Yangzhou Zhongbao Pharmaceutical Co.,Ltd",0514-88223749,医药制造业,张冠亚,20160314,扬州中宝药业股份有限公司,0514-88223749,null,陆飞,中宝药业,21000000,做市,www.yzzbyy.com
海南省海口市美兰区演丰镇西河路红树林创新创业服务中心1001房,海南省,西南证券股份有限公司,834155,wangwei2006815@126.com,"Hannan Xiangshu Agarwood Industry Co,.LTD",0898-36616178,农业,丁宗妙,20151106,海南香树沉香产业股份有限公司,0898-36615080,null,张伟,海南沉香,96350000,协议,www.hnxshu.com
河北省石家庄市桥西区新石北路368号物联网大厦北楼1001-1020室,河北省,长江证券股份有限公司,836277,zhaoyanmei@hengyunsoft.com,"Hebei Zhongke Hengyun Software Technology Co.,LTD",0311-68025056,软件和信息技术服务业,吴又奎,20160330,河北中科恒运软件科技股份有限公司,15373938631,null,赵艳梅,中科恒运,20416600,协议,http://www.hengyunsoft.com
杭州市滨江区秋溢路500号1幢4楼405—407室,浙江省,中泰证券股份有限公司,830933,touzizhe@najingtech.com,"Najing Technology Co.,Ltd.",010-82471279,化学原料和化学制品制造业,彭笑刚,20140805,纳晶科技股份有限公司,010-82491169,null,张玉仿,纳晶科技,75000000,做市,www.najingtech.com
北京市海淀区西三环北路105号科原大厦10层B座1004－1008室,北京市,广发证券股份有限公司,430005,wuluyuan@263.net,"HTA Co., Ltd.",010－88414286，69357951,医药制造业,范国民,20060728,原子高科股份有限公司,010－88414286，69358718，69357951,null,吴陆员,原子高科,132560000,协议,http://www.atom-hitech.com
郑州市金水区杨金产业园区马林西路与景泰路交叉口,河南省,中原证券股份有限公司,834226,18790281504@139.com,"HE NAN RAINBOW LIGHT NETWOFK PRINTING CO.,LTD.",0371-60978810,印刷和记录媒介复制业,左克光,20151117,河南彩虹光网络印刷股份有限公司,0371-55901058,null,王琳,彩虹光,52000000,协议,http://www.caihongguang.com
